car_id,brand,year,engine_size,fuel_type,transmission,total_km_travled,condition,price,model,price_category
624,BMW,2013,3.6,Diesel,Automatic,262463,Used,95691.73,3 Series,Luxury
625,Ford,2008,4.9,Diesel,Manual,90005,New,36641.96,Fiesta,Mid-range
626,Toyota,2008,2.2,Petrol,Automatic,223098,Used,58695.12,Prius,Expensive
627,Toyota,2022,2.7,Diesel,Automatic,4791,New,43349.53,Camry,Mid-range
628,Honda,2017,1.2,Diesel,Automatic,131401,Like_New,42640.91,Fit,Mid-range
629,Ford,2009,5.8,Hybrid,Automatic,205459,Used,23370.97,Explorer,Affordable
630,BMW,2020,4.3,Petrol,Automatic,61032,New,56022.56,X5,Expensive
631,Audi,2003,5.7,Electric,Manual,175150,Like_New,85693.4,A4,Luxury
632,Audi,2011,2.3,Petrol,Manual,21300,New,9701.08,Q7,Affordable
633,BMW,2007,4.1,Diesel,Automatic,55609,New,89476.53,X3,Luxury
634,Tesla,2001,4.4,Electric,Automatic,191634,Like_New,68219.93,Model 3,Expensive
635,Mercedes,2021,2.6,Petrol,Automatic,90045,New,63590.12,GLA,Expensive
636,Honda,2012,5.2,Petrol,Manual,267847,Used,64460.52,Civic,Expensive
637,Audi,2020,5.7,Diesel,Manual,223717,Used,33145.63,Q7,Mid-range
638,Ford,2015,5.4,Diesel,Manual,219162,Used,44438.73,Focus,Mid-range
639,Honda,2001,4.7,Petrol,Manual,27676,New,80932.55,Civic,Luxury
640,Ford,2010,2.4,Diesel,Manual,220412,Used,34106.2,Focus,Mid-range
641,Tesla,2009,2.4,Electric,Manual,176512,Like_New,49651.92,Model X,Mid-range
642,Toyota,2014,5.8,Diesel,Manual,167995,Like_New,6865.07,Corolla,Affordable
643,Honda,2016,1.1,Diesel,Manual,291946,Used,74688.04,CR-V,Expensive
644,Audi,2007,4.6,Diesel,Automatic,124786,Like_New,44681.71,A4,Mid-range
645,Honda,2017,4.5,Hybrid,Manual,68147,New,54909.08,Accord,Expensive
646,Honda,2022,4.1,Diesel,Manual,22075,New,15895.49,Civic,Affordable
647,Honda,2008,6.0,Electric,Manual,205788,Used,99212.85,Accord,Luxury
648,Mercedes,2007,2.6,Petrol,Manual,9304,New,33734.44,GLA,Mid-range
649,Honda,2013,2.7,Hybrid,Automatic,129851,Like_New,65324.02,Civic,Expensive
650,Ford,2017,1.4,Hybrid,Manual,59622,New,60217.45,Fiesta,Expensive
651,Toyota,2021,3.2,Diesel,Automatic,108654,Like_New,79583.76,Camry,Luxury
652,Tesla,2019,2.3,Electric,Automatic,249109,Used,32914.51,Model S,Mid-range
653,BMW,2019,2.7,Electric,Automatic,286172,Used,76813.1,X3,Luxury
654,Honda,2020,5.2,Diesel,Manual,39328,New,41337.66,CR-V,Mid-range
655,Audi,2011,5.7,Petrol,Manual,289445,Used,44060.29,Q5,Mid-range
656,Honda,2018,1.9,Diesel,Manual,218348,Used,68907.69,Accord,Expensive
657,Audi,2013,2.9,Diesel,Automatic,36845,New,79507.15,A3,Luxury
658,Ford,2016,5.6,Diesel,Automatic,76394,New,68352.33,Explorer,Expensive
659,Audi,2023,1.3,Diesel,Automatic,175231,Like_New,90488.55,Q7,Luxury
660,BMW,2020,1.5,Diesel,Automatic,80722,New,32090.11,3 Series,Mid-range
661,Toyota,2002,1.8,Diesel,Manual,287374,Used,90558.59,Corolla,Luxury
662,Audi,2022,4.0,Diesel,Manual,92554,New,17432.03,A4,Affordable
663,Audi,2006,1.8,Electric,Manual,49262,New,67655.38,A4,Expensive
664,Toyota,2016,5.8,Hybrid,Automatic,41722,New,57024.91,Corolla,Expensive
665,BMW,2011,3.2,Electric,Automatic,171231,Like_New,51990.41,X5,Mid-range
666,Honda,2008,3.5,Diesel,Manual,240740,Used,34536.64,Civic,Mid-range
667,Audi,2014,2.2,Diesel,Manual,87052,New,52854.61,A3,Mid-range
668,Toyota,2017,3.4,Electric,Automatic,100808,Like_New,20368.47,Camry,Affordable
669,Ford,2020,4.3,Electric,Manual,255416,Used,40085.49,Explorer,Mid-range
670,Toyota,2012,4.8,Hybrid,Manual,262128,Used,14374.69,Camry,Affordable
671,Ford,2020,4.8,Electric,Automatic,221281,Used,59325.43,Focus,Expensive
672,BMW,2007,3.9,Hybrid,Automatic,246052,Used,14097.95,X5,Affordable
673,Honda,2013,5.5,Diesel,Automatic,104697,Like_New,20232.74,Fit,Affordable
674,Toyota,2007,5.1,Petrol,Manual,231572,Used,13119.35,RAV4,Affordable
675,Tesla,2013,4.8,Electric,Automatic,232842,Used,41224.51,Model X,Mid-range
676,Tesla,2006,1.3,Electric,Manual,96299,New,84986.05,Model Y,Luxury
677,Mercedes,2022,1.0,Petrol,Manual,165746,Like_New,91155.16,GLC,Luxury
678,Audi,2011,2.1,Diesel,Automatic,149177,Like_New,11829.5,A3,Affordable
679,BMW,2010,4.3,Petrol,Manual,160811,Like_New,65282.26,X5,Expensive
680,Toyota,2021,3.1,Electric,Automatic,163041,Like_New,70016.62,Prius,Expensive
681,Tesla,2021,3.0,Electric,Automatic,14497,New,55708.14,Model X,Expensive
682,Audi,2010,5.4,Petrol,Manual,254204,Used,68363.56,Q5,Expensive
683,Tesla,2021,5.5,Electric,Manual,257471,Used,27200.62,Model Y,Affordable
684,Toyota,2012,5.5,Hybrid,Automatic,92019,New,51516.2,RAV4,Mid-range
685,Ford,2017,2.6,Diesel,Automatic,190326,Like_New,42133.21,Explorer,Mid-range
686,Toyota,2001,4.5,Petrol,Automatic,109017,Like_New,13522.26,Prius,Affordable
687,Mercedes,2020,2.4,Petrol,Automatic,218220,Used,64427.86,C-Class,Expensive
688,Toyota,2014,2.0,Diesel,Automatic,105153,Like_New,52045.44,Corolla,Mid-range
689,Toyota,2019,1.9,Electric,Automatic,33826,New,31141.53,RAV4,Mid-range
690,Mercedes,2017,2.7,Diesel,Manual,110034,Like_New,50000.1,C-Class,Mid-range
691,BMW,2014,3.1,Diesel,Manual,84242,New,78653.31,5 Series,Luxury
692,Toyota,2018,5.2,Electric,Manual,50100,New,81157.49,RAV4,Luxury
693,Mercedes,2022,1.6,Diesel,Manual,221171,Used,66704.98,GLC,Expensive
694,Audi,2023,4.7,Electric,Automatic,12809,New,49436.04,Q5,Mid-range
695,Ford,2011,3.7,Electric,Manual,64450,New,59696.22,Explorer,Expensive
696,Ford,2012,2.4,Diesel,Manual,111126,Like_New,41576.46,Focus,Mid-range
697,Toyota,2021,3.5,Hybrid,Automatic,264237,Used,17022.85,RAV4,Affordable
698,BMW,2010,2.5,Electric,Manual,44498,New,41633.96,X5,Mid-range
699,BMW,2004,4.0,Diesel,Automatic,116251,Like_New,55381.61,X3,Expensive
700,Audi,2000,3.2,Electric,Automatic,40985,New,61889.23,Q7,Expensive
701,Toyota,2023,1.8,Hybrid,Automatic,294153,Used,93901.09,Corolla,Luxury
702,Ford,2002,1.6,Hybrid,Automatic,17718,New,78846.68,Fiesta,Luxury
703,BMW,2021,3.7,Petrol,Automatic,278849,Used,19439.29,X3,Affordable
704,Toyota,2018,5.5,Electric,Manual,62598,New,21547.31,Prius,Affordable
705,Tesla,2022,2.7,Electric,Manual,274383,Used,14547.0,Model 3,Affordable
706,BMW,2006,4.7,Diesel,Manual,46665,New,75127.26,3 Series,Expensive
707,Mercedes,2011,4.3,Electric,Automatic,294418,Used,72081.62,C-Class,Expensive
708,Tesla,2014,5.7,Electric,Manual,146075,Like_New,98704.48,Model 3,Luxury
709,BMW,2004,5.1,Hybrid,Manual,161938,Like_New,54592.22,X5,Expensive
710,Ford,2014,3.8,Hybrid,Manual,153060,Like_New,83509.42,Focus,Luxury
711,Honda,2007,4.3,Petrol,Manual,221516,Used,59761.79,CR-V,Expensive
712,Tesla,2009,5.5,Electric,Automatic,136746,Like_New,88038.24,Model Y,Luxury
713,Audi,2015,3.0,Electric,Manual,201610,Used,73497.0,A4,Expensive
714,Audi,2007,2.6,Petrol,Automatic,66446,New,66073.98,A3,Expensive
715,Ford,2000,1.1,Diesel,Automatic,29072,New,58686.65,Mustang,Expensive
716,BMW,2011,5.1,Hybrid,Manual,33717,New,73682.2,3 Series,Expensive
717,Toyota,2004,5.0,Petrol,Automatic,218417,Used,44867.12,Prius,Mid-range
718,BMW,2002,1.5,Petrol,Automatic,157723,Like_New,14174.78,X3,Affordable
719,Ford,2000,3.9,Electric,Automatic,109525,Like_New,8798.68,Focus,Affordable
720,Audi,2003,3.3,Hybrid,Automatic,213092,Used,50507.25,Q7,Mid-range
721,BMW,2007,1.6,Electric,Automatic,4646,New,61932.7,3 Series,Expensive
722,Audi,2002,5.9,Petrol,Automatic,175403,Like_New,12490.66,A3,Affordable
723,Tesla,2009,2.1,Electric,Automatic,284329,Used,32255.84,Model S,Mid-range
724,Toyota,2001,1.3,Hybrid,Manual,229728,Used,35593.06,Corolla,Mid-range
725,Tesla,2010,4.0,Electric,Manual,52107,New,58465.58,Model Y,Expensive
726,Audi,2009,4.7,Petrol,Automatic,244865,Used,31455.83,Q5,Mid-range
727,Audi,2020,1.2,Diesel,Automatic,279707,Used,14086.62,A3,Affordable
728,Honda,2013,4.3,Petrol,Manual,70729,New,20661.39,Accord,Affordable
729,Honda,2006,3.7,Petrol,Manual,277845,Used,21525.04,Civic,Affordable
730,Tesla,2001,1.5,Electric,Manual,200144,Like_New,85056.02,Model S,Luxury
731,Mercedes,2008,1.9,Hybrid,Manual,215494,Used,32010.37,GLC,Mid-range
732,Tesla,2015,3.8,Electric,Automatic,252615,Used,72895.71,Model X,Expensive
733,Honda,2012,2.5,Electric,Automatic,128331,Like_New,58944.68,Fit,Expensive
734,Audi,2008,5.7,Diesel,Manual,160482,Like_New,97818.68,A4,Luxury
735,Ford,2019,5.1,Hybrid,Manual,99280,Like_New,30918.15,Fiesta,Mid-range
736,Tesla,2003,5.9,Electric,Manual,189787,Like_New,20045.44,Model S,Affordable
737,Audi,2021,2.3,Electric,Manual,38665,New,9943.59,A3,Affordable
738,Ford,2009,5.8,Diesel,Automatic,278101,Used,27891.17,Explorer,Affordable
739,Ford,2021,3.2,Diesel,Manual,259285,Used,69986.73,Focus,Expensive
740,Honda,2011,2.7,Petrol,Manual,163947,Like_New,13099.53,CR-V,Affordable
741,Tesla,2016,1.3,Electric,Manual,113828,Like_New,28246.68,Model 3,Affordable
742,BMW,2013,1.3,Hybrid,Automatic,132698,Like_New,86254.29,3 Series,Luxury
743,Toyota,2013,4.5,Diesel,Automatic,90815,New,60380.53,RAV4,Expensive
744,Honda,2001,3.3,Electric,Automatic,194894,Like_New,11604.55,Fit,Affordable
745,Honda,2020,2.1,Hybrid,Manual,203485,Used,9529.9,Civic,Affordable
746,BMW,2019,4.1,Electric,Manual,164714,Like_New,10806.67,X5,Affordable
747,Toyota,2010,2.3,Diesel,Manual,32356,New,94478.13,Prius,Luxury
748,Audi,2015,3.9,Petrol,Automatic,265953,Used,85737.79,Q5,Luxury
749,Mercedes,2018,2.8,Electric,Automatic,297019,Used,85269.3,C-Class,Luxury
750,Tesla,2022,5.1,Electric,Manual,241121,Used,92800.59,Model 3,Luxury
751,Mercedes,2005,5.1,Diesel,Manual,271609,Used,52999.26,C-Class,Mid-range
752,Audi,2023,3.4,Petrol,Automatic,197167,Like_New,28497.74,Q7,Affordable
753,Honda,2018,2.8,Hybrid,Manual,196322,Like_New,43128.06,Fit,Mid-range
754,Toyota,2004,2.8,Hybrid,Manual,15250,New,73292.09,Prius,Expensive
755,Honda,2003,5.0,Hybrid,Manual,46023,New,88223.12,Accord,Luxury
756,Ford,2014,2.6,Electric,Automatic,101350,Like_New,46333.64,Fiesta,Mid-range
757,Honda,2003,2.0,Diesel,Manual,177696,Like_New,55861.19,Fit,Expensive
758,Honda,2019,1.4,Hybrid,Manual,16427,New,93519.38,Accord,Luxury
759,Audi,2009,3.3,Electric,Manual,210084,Used,15212.37,A3,Affordable
760,Audi,2023,3.4,Diesel,Manual,134511,Like_New,86918.43,A4,Luxury
761,Audi,2021,5.2,Diesel,Automatic,218403,Used,20134.21,A3,Affordable
762,Mercedes,2002,2.1,Electric,Automatic,78672,New,50966.83,E-Class,Mid-range
763,Ford,2004,2.9,Electric,Automatic,17300,New,25750.2,Mustang,Affordable
764,Audi,2005,5.0,Hybrid,Manual,19659,New,62280.02,A3,Expensive
765,Toyota,2020,5.1,Diesel,Automatic,162475,Like_New,58064.48,Camry,Expensive
766,Mercedes,2021,2.9,Petrol,Manual,245259,Used,41100.7,GLC,Mid-range
767,BMW,2007,3.3,Electric,Automatic,10360,New,87013.83,X3,Luxury
768,Toyota,2006,2.5,Diesel,Manual,283568,Used,67682.27,Camry,Expensive
769,Tesla,2020,5.7,Electric,Automatic,98035,New,73514.49,Model Y,Expensive
770,Tesla,2009,1.6,Electric,Automatic,48791,New,19312.68,Model X,Affordable
771,Toyota,2005,5.7,Petrol,Automatic,199867,Like_New,88900.74,RAV4,Luxury
772,Audi,2013,4.4,Hybrid,Manual,274444,Used,20868.82,Q5,Affordable
773,BMW,2003,3.7,Petrol,Manual,33370,New,26164.57,X5,Affordable
774,BMW,2012,1.2,Petrol,Manual,200903,Like_New,17165.24,3 Series,Affordable
775,Mercedes,2019,3.4,Electric,Automatic,27209,New,46834.12,GLC,Mid-range
776,BMW,2016,3.0,Diesel,Manual,283071,Used,89332.38,5 Series,Luxury
777,Tesla,2022,1.8,Electric,Manual,34579,New,28982.51,Model 3,Mid-range
778,Ford,2006,4.3,Diesel,Manual,271176,Used,40506.57,Mustang,Mid-range
779,Audi,2003,5.9,Petrol,Manual,93254,New,85376.31,A3,Luxury
780,BMW,2013,3.8,Diesel,Manual,113528,Like_New,63692.45,3 Series,Expensive
781,Mercedes,2002,4.6,Electric,Manual,223274,Used,76403.56,GLA,Luxury
782,Tesla,2023,1.3,Electric,Automatic,238292,Used,25330.0,Model X,Affordable
783,Ford,2004,3.1,Petrol,Automatic,181026,Like_New,73066.54,Focus,Expensive
784,Honda,2015,1.6,Petrol,Manual,248342,Used,26623.0,CR-V,Affordable
785,Honda,2022,4.1,Petrol,Automatic,219437,Used,98794.83,CR-V,Luxury
786,Ford,2019,5.7,Electric,Automatic,278076,Used,58189.18,Fiesta,Expensive
787,Tesla,2003,4.3,Electric,Manual,287858,Used,71085.73,Model 3,Expensive
788,Mercedes,2023,1.4,Electric,Manual,57803,New,16248.15,E-Class,Affordable
789,Ford,2023,2.8,Diesel,Automatic,133624,Like_New,28812.32,Mustang,Affordable
790,Audi,2001,3.8,Electric,Manual,56627,New,18275.36,A3,Affordable
791,Audi,2017,3.0,Hybrid,Automatic,177059,Like_New,42066.22,Q5,Mid-range
792,Honda,2018,5.2,Hybrid,Automatic,45380,New,31992.91,Fit,Mid-range
793,BMW,2018,5.1,Hybrid,Automatic,160322,Like_New,74627.61,5 Series,Expensive
794,Mercedes,2016,4.1,Hybrid,Manual,199416,Like_New,15327.35,E-Class,Affordable
795,Honda,2013,2.9,Petrol,Automatic,146367,Like_New,76445.64,Fit,Luxury
796,BMW,2018,2.3,Petrol,Manual,272667,Used,9341.96,X3,Affordable
797,BMW,2021,1.5,Electric,Manual,259125,Used,24191.69,X3,Affordable
798,Audi,2023,2.8,Electric,Manual,13769,New,80236.67,A4,Luxury
799,Tesla,2012,3.1,Electric,Manual,112035,Like_New,75563.78,Model X,Expensive
800,Toyota,2011,4.4,Diesel,Manual,175717,Like_New,50250.98,Camry,Mid-range
801,Tesla,2005,4.3,Electric,Automatic,221815,Used,9748.36,Model Y,Affordable
802,Toyota,2020,1.4,Electric,Manual,231832,Used,62939.91,Camry,Expensive
803,Ford,2003,3.0,Hybrid,Manual,156629,Like_New,43638.79,Focus,Mid-range
804,Audi,2018,1.9,Electric,Manual,234799,Used,35070.17,Q7,Mid-range
805,BMW,2015,1.8,Hybrid,Manual,168157,Like_New,65839.01,5 Series,Expensive
806,Mercedes,2012,5.1,Diesel,Manual,144542,Like_New,46478.38,GLA,Mid-range
807,Toyota,2003,1.2,Hybrid,Automatic,118643,Like_New,13780.0,Corolla,Affordable
808,Tesla,2022,3.1,Electric,Manual,210154,Used,92015.29,Model S,Luxury
809,BMW,2016,1.8,Diesel,Manual,137877,Like_New,78956.84,3 Series,Luxury
810,Toyota,2022,5.4,Electric,Automatic,213396,Used,10355.93,Prius,Affordable
811,Toyota,2000,3.8,Diesel,Manual,225956,Used,54881.07,Prius,Expensive
812,Toyota,2017,2.2,Petrol,Automatic,181844,Like_New,12920.87,Corolla,Affordable
813,Mercedes,2019,3.5,Petrol,Automatic,101422,Like_New,84542.54,GLA,Luxury
814,Audi,2016,4.7,Petrol,Automatic,268774,Used,63236.33,Q7,Expensive
815,Mercedes,2014,5.8,Electric,Automatic,277845,Used,21382.67,C-Class,Affordable
816,Honda,2010,2.1,Petrol,Manual,145931,Like_New,6970.43,CR-V,Affordable
817,BMW,2021,5.4,Electric,Manual,117556,Like_New,8000.2,5 Series,Affordable
818,Audi,2012,5.7,Electric,Automatic,228495,Used,53199.72,Q7,Mid-range
819,Audi,2000,5.6,Petrol,Automatic,254809,Used,74765.48,Q7,Expensive
820,Audi,2016,4.2,Diesel,Manual,205384,Used,16479.84,Q7,Affordable
821,Tesla,2005,4.1,Electric,Automatic,15021,New,26021.99,Model S,Affordable
822,Audi,2003,3.0,Electric,Automatic,200935,Like_New,36089.69,Q5,Mid-range
823,Mercedes,2019,4.8,Petrol,Automatic,204222,Used,25717.29,GLA,Affordable
824,Audi,2015,3.7,Electric,Manual,64361,New,42176.97,Q7,Mid-range
825,Ford,2014,4.4,Diesel,Automatic,272499,Used,58163.43,Explorer,Expensive
826,BMW,2014,3.1,Diesel,Manual,98841,New,70068.99,5 Series,Expensive
827,Audi,2005,4.7,Petrol,Manual,180076,Like_New,96558.64,A3,Luxury
828,BMW,2014,5.1,Electric,Manual,246300,Used,93430.15,5 Series,Luxury
829,Ford,2013,1.7,Hybrid,Automatic,160786,Like_New,59162.06,Explorer,Expensive
830,Ford,2010,5.2,Hybrid,Automatic,17198,New,74744.26,Explorer,Expensive
831,BMW,2006,3.7,Electric,Manual,258466,Used,95332.86,X3,Luxury
832,Toyota,2008,5.2,Electric,Manual,18740,New,12929.83,Corolla,Affordable
833,Honda,2015,3.2,Electric,Manual,265954,Used,5535.3,Civic,Affordable
834,Tesla,2004,2.9,Electric,Automatic,258308,Used,7830.98,Model Y,Affordable
835,Toyota,2019,5.6,Diesel,Automatic,99855,Like_New,58518.19,Corolla,Expensive
836,Toyota,2009,2.3,Hybrid,Manual,210192,Used,77469.18,RAV4,Luxury
837,Mercedes,2017,5.2,Petrol,Manual,288927,Used,39872.12,E-Class,Mid-range
838,Tesla,2002,3.4,Electric,Automatic,121701,Like_New,56797.72,Model Y,Expensive
839,Tesla,2012,3.6,Electric,Manual,271615,Used,54054.8,Model Y,Expensive
840,Toyota,2010,2.5,Diesel,Automatic,110771,Like_New,14003.23,Corolla,Affordable
841,Audi,2016,3.9,Electric,Automatic,6163,New,35550.89,A4,Mid-range
842,Mercedes,2021,2.6,Petrol,Manual,16065,New,6846.34,GLA,Affordable
843,Mercedes,2012,1.2,Petrol,Manual,241262,Used,15517.04,C-Class,Affordable
844,Ford,2005,2.4,Diesel,Automatic,248924,Used,82126.53,Fiesta,Luxury
845,Tesla,2016,1.0,Electric,Automatic,179420,Like_New,83794.28,Model 3,Luxury
846,Toyota,2012,5.9,Hybrid,Automatic,281298,Used,81184.9,Camry,Luxury
847,Ford,2018,5.8,Petrol,Automatic,20229,New,74047.77,Focus,Expensive
848,BMW,2020,3.0,Petrol,Automatic,250470,Used,80364.72,X5,Luxury
849,Honda,2018,4.6,Petrol,Manual,158069,Like_New,68743.32,Civic,Expensive
850,Mercedes,2009,2.7,Hybrid,Automatic,21101,New,68634.17,GLC,Expensive
851,BMW,2002,4.4,Electric,Automatic,40391,New,68399.37,3 Series,Expensive
852,BMW,2013,5.0,Petrol,Automatic,206935,Used,53834.07,3 Series,Expensive
853,Audi,2018,5.7,Diesel,Manual,72723,New,39517.99,Q7,Mid-range
854,Honda,2004,3.0,Hybrid,Manual,226293,Used,74368.55,Civic,Expensive
855,BMW,2004,4.9,Diesel,Automatic,190477,Like_New,33371.37,5 Series,Mid-range
856,BMW,2019,2.3,Petrol,Automatic,166020,Like_New,56575.7,X5,Expensive
857,Honda,2016,6.0,Diesel,Manual,290604,Used,46168.78,Accord,Mid-range
858,Honda,2020,1.1,Petrol,Manual,197190,Like_New,31279.12,CR-V,Mid-range
859,BMW,2009,4.0,Hybrid,Manual,179354,Like_New,97595.54,3 Series,Luxury
860,Honda,2004,4.3,Diesel,Manual,91725,New,29581.41,Accord,Mid-range
861,BMW,2003,4.4,Diesel,Automatic,212139,Used,34382.84,3 Series,Mid-range
862,BMW,2005,1.6,Petrol,Manual,85779,New,20350.81,3 Series,Affordable
863,Audi,2003,5.7,Petrol,Automatic,3060,New,83183.16,A4,Luxury
864,Toyota,2006,1.9,Electric,Automatic,125806,Like_New,60725.99,RAV4,Expensive
865,BMW,2006,4.1,Petrol,Manual,275875,Used,63238.73,3 Series,Expensive
866,Ford,2017,2.1,Petrol,Manual,115871,Like_New,82953.33,Explorer,Luxury
867,Mercedes,2002,2.5,Electric,Manual,20719,New,37577.37,GLC,Mid-range
868,Tesla,2000,3.7,Electric,Manual,49116,New,23395.18,Model 3,Affordable
869,Toyota,2023,3.1,Petrol,Automatic,26325,New,23848.51,RAV4,Affordable
870,Toyota,2003,1.8,Electric,Automatic,14551,New,74598.88,RAV4,Expensive
871,Toyota,2005,1.9,Hybrid,Automatic,286422,Used,63340.94,Prius,Expensive
872,Audi,2008,3.1,Hybrid,Manual,15141,New,24602.19,Q7,Affordable
873,BMW,2021,4.8,Petrol,Automatic,295759,Used,18781.21,X3,Affordable
874,Audi,2013,5.5,Petrol,Manual,122058,Like_New,16465.29,A4,Affordable
875,BMW,2011,1.4,Electric,Automatic,193823,Like_New,64640.87,X3,Expensive
876,Audi,2019,3.0,Electric,Manual,112684,Like_New,5011.27,A4,Affordable
877,Audi,2023,1.5,Hybrid,Automatic,289596,Used,6740.34,A3,Affordable
878,Mercedes,2003,1.1,Diesel,Automatic,50391,New,42007.55,C-Class,Mid-range
879,Ford,2020,4.3,Petrol,Manual,120288,Like_New,70678.24,Explorer,Expensive
880,Audi,2023,4.0,Diesel,Automatic,206132,Used,71028.74,A3,Expensive
881,Mercedes,2011,1.8,Diesel,Automatic,113535,Like_New,45861.24,GLC,Mid-range
882,Honda,2009,2.2,Electric,Manual,142770,Like_New,70651.99,CR-V,Expensive
883,Ford,2021,1.1,Petrol,Manual,239947,Used,54504.14,Mustang,Expensive
884,Audi,2006,5.2,Petrol,Manual,86711,New,97808.48,Q5,Luxury
885,Tesla,2002,5.9,Electric,Manual,264509,Used,20433.72,Model Y,Affordable
886,Toyota,2022,1.7,Diesel,Manual,228625,Used,62063.39,Prius,Expensive
887,Honda,2013,2.2,Electric,Automatic,43372,New,51667.68,Civic,Mid-range
888,Honda,2023,5.3,Hybrid,Manual,44134,New,23474.3,CR-V,Affordable
889,Mercedes,2009,5.6,Petrol,Automatic,299967,Used,76249.09,GLA,Luxury
890,Honda,2015,3.1,Hybrid,Automatic,71158,New,31173.26,Accord,Mid-range
891,Ford,2015,1.3,Electric,Manual,237159,Used,41262.43,Fiesta,Mid-range
892,Audi,2021,1.2,Petrol,Automatic,133021,Like_New,40608.9,A3,Mid-range
893,Audi,2009,3.9,Hybrid,Automatic,49396,New,28199.42,Q7,Affordable
894,Tesla,2012,3.0,Electric,Manual,31912,New,45917.01,Model S,Mid-range
895,Toyota,2005,1.1,Diesel,Automatic,56947,New,49967.86,Prius,Mid-range
896,Mercedes,2011,3.9,Petrol,Manual,44387,New,75701.06,E-Class,Expensive
897,Toyota,2008,1.1,Hybrid,Manual,278652,Used,77681.51,Camry,Luxury
898,Honda,2012,4.9,Hybrid,Manual,109249,Like_New,20062.82,Civic,Affordable
899,Tesla,2003,2.5,Electric,Automatic,1919,New,61313.37,Model 3,Expensive
900,Toyota,2023,1.2,Hybrid,Automatic,140689,Like_New,90138.79,Corolla,Luxury
901,Ford,2010,3.9,Hybrid,Automatic,33298,New,15334.73,Mustang,Affordable
902,Audi,2019,3.0,Hybrid,Automatic,237225,Used,49926.83,A3,Mid-range
903,Honda,2017,5.9,Diesel,Manual,233725,Used,76283.55,Fit,Luxury
904,Tesla,2010,3.7,Electric,Automatic,276600,Used,63091.68,Model X,Expensive
905,Toyota,2020,2.4,Hybrid,Manual,109599,Like_New,14555.64,Camry,Affordable
906,Mercedes,2003,4.5,Petrol,Automatic,83721,New,42677.58,GLC,Mid-range
907,Ford,2017,2.4,Petrol,Automatic,286384,Used,53187.75,Explorer,Mid-range
908,Ford,2000,5.5,Diesel,Automatic,271372,Used,99605.33,Focus,Luxury
909,Toyota,2006,2.9,Electric,Automatic,283830,Used,21967.75,Camry,Affordable
910,Audi,2005,3.7,Petrol,Automatic,11920,New,98330.26,Q7,Luxury
911,Toyota,2014,1.3,Diesel,Manual,7432,New,40734.23,Camry,Mid-range
912,Honda,2017,3.1,Hybrid,Automatic,110507,Like_New,24030.45,Civic,Affordable
913,Toyota,2023,5.2,Hybrid,Automatic,224647,Used,44340.36,Corolla,Mid-range
914,Ford,2010,5.0,Diesel,Automatic,164982,Like_New,63329.54,Focus,Expensive
915,Tesla,2019,2.1,Electric,Automatic,121764,Like_New,25282.25,Model X,Affordable
916,Toyota,2023,2.1,Hybrid,Manual,161298,Like_New,32686.71,RAV4,Mid-range
917,Audi,2014,5.1,Electric,Automatic,204222,Used,86181.92,Q7,Luxury
918,Tesla,2015,5.7,Electric,Manual,112557,Like_New,99905.9,Model S,Luxury
919,Mercedes,2006,1.5,Petrol,Automatic,18013,New,35226.41,C-Class,Mid-range
920,BMW,2020,3.3,Hybrid,Manual,21446,New,19141.4,3 Series,Affordable
921,Toyota,2009,2.7,Diesel,Manual,201447,Used,80351.23,Corolla,Luxury
922,Audi,2011,5.4,Electric,Manual,102261,Like_New,62043.29,Q5,Expensive
923,Tesla,2023,1.4,Electric,Manual,262701,Used,14538.11,Model X,Affordable
924,Audi,2013,2.1,Diesel,Manual,168461,Like_New,94943.29,Q7,Luxury
925,Mercedes,2004,4.8,Petrol,Automatic,178772,Like_New,12414.71,GLC,Affordable
926,Ford,2020,1.3,Hybrid,Manual,130878,Like_New,64408.86,Explorer,Expensive
927,Audi,2017,3.5,Electric,Automatic,99143,New,45274.04,A3,Mid-range
928,Tesla,2004,3.2,Electric,Manual,24578,New,57879.27,Model 3,Expensive
929,Audi,2002,2.7,Diesel,Manual,74779,New,25255.35,A4,Affordable
930,Audi,2022,3.0,Electric,Automatic,140668,Like_New,70370.49,A3,Expensive
931,Audi,2004,3.6,Hybrid,Manual,72534,New,96173.37,Q7,Luxury
932,Honda,2023,1.8,Petrol,Manual,272273,Used,48550.46,CR-V,Mid-range
933,Honda,2016,3.9,Electric,Manual,197118,Like_New,54681.04,CR-V,Expensive
934,Ford,2018,5.0,Petrol,Manual,273740,Used,27782.11,Fiesta,Affordable
935,Toyota,2018,4.8,Diesel,Automatic,65355,New,89727.46,RAV4,Luxury
936,Audi,2020,1.8,Hybrid,Manual,12974,New,97261.57,Q5,Luxury
937,Mercedes,2011,1.7,Petrol,Manual,197745,Like_New,79698.2,C-Class,Luxury
938,Toyota,2008,2.3,Diesel,Automatic,251366,Used,56563.48,RAV4,Expensive
939,Mercedes,2000,2.8,Hybrid,Automatic,74442,New,95895.7,GLA,Luxury
940,Toyota,2017,3.0,Diesel,Manual,152890,Like_New,19615.76,Prius,Affordable
941,Ford,2020,4.4,Petrol,Manual,55598,New,50456.63,Focus,Mid-range
942,Audi,2003,1.3,Diesel,Automatic,133726,Like_New,56072.54,A4,Expensive
